id,application_dt,sample_cd,education_cd,gender_cd,age,car_own_flg,car_type_flg,appl_rej_cnt,good_work_flg,Score_bki,out_request_cnt,region_rating,home_address_cd,work_address_cd,income,SNA,first_time_cd,Air_flg
63348,12MAR2014,train,SCH,F,38,N,N,0,0,-0.87144158,0,40,1,1,20000,1,3,N
63349,12MAR2014,train,SCH,M,43,N,N,1,0,-1.50597551,1,20,2,3,12000,1,1,N
63350,12MAR2014,train,GRD,F,33,N,N,0,0,-1.99814517,1,60,2,3,70000,1,3,N
63351,12MAR2014,train,SCH,M,26,Y,N,0,0,-2.11341275,0,50,2,3,10000,1,3,N
63352,12MAR2014,train,UGR,F,50,N,N,1,0,-1.47377542,2,50,2,3,15000,4,4,N
63353,12MAR2014,train,GRD,M,40,N,N,0,0,-1.79351996,0,50,1,2,50000,2,2,N
63354,12MAR2014,train,SCH,M,26,N,N,0,0,-1.92678899,1,50,1,2,35000,1,3,N
63355,12MAR2014,train,SCH,M,60,N,N,0,0,-1.81509227,0,70,2,3,14800,1,4,N
63356,12MAR2014,train,SCH,M,42,Y,N,0,0,-2.41204729,5,60,1,2,70000,4,2,N
63357,12MAR2014,train,GRD,F,27,N,N,1,0,-2.20038087,0,50,2,3,30000,2,3,N
63358,12MAR2014,train,SCH,F,56,N,N,0,0,-2.3208578,1,50,2,3,20000,4,1,N
63359,12MAR2014,train,GRD,F,42,Y,Y,0,1,-1.62834794,0,60,1,2,90000,1,4,N
63360,12MAR2014,train,GRD,M,35,N,N,0,0,-2.38907924,1,60,1,1,25000,1,3,N
63361,12MAR2014,train,GRD,F,39,Y,Y,0,0,-1.09368515,9,50,1,2,49000,1,4,N
63362,12MAR2014,train,SCH,F,47,N,N,1,0,-1.76587472,2,50,2,3,17000,2,3,N
63363,12MAR2014,train,SCH,M,27,Y,N,1,1,-1.18388214,1,60,1,2,30000,1,3,N
63364,12MAR2014,train,GRD,F,32,Y,N,0,0,-1.94165979,0,80,2,3,45000,1,4,N
63365,12MAR2014,train,UGR,F,32,N,N,4,0,-1.66022861,3,60,3,3,36000,1,4,Y
63366,12MAR2014,train,GRD,F,39,N,N,0,0,-2.44943317,6,40,1,2,70000,3,1,N
63367,12MAR2014,train,GRD,M,35,N,N,0,0,-1.05189111,1,50,1,2,20000,1,4,N
63368,12MAR2014,train,GRD,M,33,N,N,0,0,-1.4287848,3,70,1,3,200000,1,4,Y
63369,12MAR2014,train,GRD,M,27,N,N,0,0,-1.87489249,4,50,1,2,25000,1,3,N
63370,12MAR2014,train,SCH,F,40,N,N,0,0,-1.9602018,1,40,1,2,35000,1,3,N
63371,12MAR2014,train,UGR,F,42,N,N,0,0,-1.69771321,3,40,1,2,15000,1,3,N
63372,12MAR2014,train,SCH,F,55,N,N,0,0,-1.91816742,1,70,2,3,7000,1,2,N
63373,12MAR2014,train,GRD,F,28,Y,N,0,0,-1.64878103,0,40,1,2,30000,1,3,N
63374,12MAR2014,train,SCH,F,42,N,N,2,0,-1.08986745,8,40,1,2,35000,1,2,N
63375,12MAR2014,train,GRD,F,45,N,N,0,0,-1.94907893,3,80,2,3,95000,1,3,N
63376,12MAR2014,train,SCH,F,29,N,N,0,0,-2.58897111,2,50,1,1,30000,4,2,Y
63377,12MAR2014,train,GRD,M,48,Y,Y,0,0,-2.51914582,1,70,2,3,50000,1,3,Y
63378,12MAR2014,train,GRD,M,35,N,N,1,0,-1.9590405,1,50,1,2,20000,1,4,N
63379,12MAR2014,train,SCH,F,58,N,N,0,0,-0.75140569,2,60,2,3,6350,1,3,N
63380,12MAR2014,train,SCH,F,35,N,N,0,0,-2.01983964,0,50,1,2,25000,1,3,N
63381,12MAR2014,train,SCH,M,45,N,N,0,0,-2.41850463,2,80,2,3,40000,1,2,N
63382,12MAR2014,train,SCH,M,29,N,N,1,0,-1.63471827,2,80,2,2,50000,1,2,N
63383,12MAR2014,train,SCH,F,41,Y,N,0,0,-1.52642194,0,80,2,3,55000,1,3,N
63384,12MAR2014,train,SCH,F,49,N,N,1,0,-1.60750413,3,50,2,3,15000,1,2,N
63385,12MAR2014,train,GRD,M,37,Y,Y,0,1,-1.20110095,7,50,1,2,210000,1,3,Y
63386,12MAR2014,train,SCH,M,53,Y,Y,0,0,-2.38726804,0,50,2,3,80000,4,1,N
63387,12MAR2014,train,SCH,F,39,N,N,1,0,-2.33369493,3,60,2,3,16000,1,4,N
63388,12MAR2014,train,SCH,M,37,N,N,0,0,-1.71628111,6,40,1,2,30000,1,3,N
63389,12MAR2014,train,SCH,M,61,Y,N,1,1,-1.33430402,3,60,2,3,42000,1,3,N
63390,12MAR2014,train,UGR,M,29,Y,Y,0,0,-2.30281138,0,30,1,2,17000,2,2,N
63391,12MAR2014,train,GRD,M,29,Y,Y,0,0,-1.68735448,5,60,1,2,35000,3,2,N
63392,12MAR2014,train,SCH,F,40,N,N,0,1,-1.17512965,0,40,2,3,30000,2,1,N
63393,12MAR2014,train,SCH,F,33,N,N,0,0,-2.31468464,3,50,1,2,10600,1,3,N
63394,12MAR2014,train,GRD,F,44,Y,N,5,1,-2.0908635,13,80,2,3,28000,1,4,N
63395,12MAR2014,train,SCH,F,28,N,N,2,0,-1.46801102,2,60,2,3,10000,4,2,N
63396,12MAR2014,train,GRD,M,39,Y,Y,2,0,-1.5811645,0,50,1,2,80000,1,3,Y
63397,12MAR2014,train,SCH,F,26,Y,N,0,0,-2.02410364,0,40,2,3,13000,1,3,N
63398,12MAR2014,train,SCH,M,33,N,N,1,0,-1.79616682,3,40,1,2,30000,1,4,N
63399,12MAR2014,train,SCH,F,66,N,N,0,0,-1.72804044,3,50,2,3,20000,1,4,N
63400,12MAR2014,train,SCH,F,42,N,N,0,0,-2.69608723,0,70,1,2,28000,1,4,N
63401,12MAR2014,train,GRD,M,25,N,N,0,0,-2.26662788,3,60,2,3,70000,4,1,N
63402,12MAR2014,train,SCH,F,63,N,N,0,0,-1.80503834,2,30,1,1,21000,2,3,N
63403,12MAR2014,train,SCH,M,29,Y,N,1,0,-1.52789917,1,60,2,3,20000,1,3,N
63404,12MAR2014,train,SCH,M,31,N,N,0,0,-1.52642194,1,70,1,3,80000,2,3,N
63405,12MAR2014,train,SCH,F,39,N,N,0,0,-1.57163667,0,50,1,2,20000,1,3,N
63406,12MAR2014,train,SCH,F,42,Y,N,0,0,-2.57106971,0,80,2,3,30000,1,4,N
63407,12MAR2014,train,SCH,F,27,N,N,2,1,-2.04647302,3,50,1,1,20000,4,3,N
63408,12MAR2014,train,SCH,F,35,N,N,1,0,-2.04360845,4,60,1,2,35000,3,2,N
63409,12MAR2014,train,GRD,M,48,Y,N,0,1,-2.23592956,1,40,1,2,52000,1,2,N
63410,12MAR2014,train,UGR,M,22,N,N,0,0,-1.27888275,1,80,2,3,35000,2,3,Y
63411,12MAR2014,train,SCH,M,31,Y,Y,0,0,-1.96156521,2,60,2,3,30000,2,2,N
63412,12MAR2014,train,SCH,M,29,N,N,1,1,-2.46563746,2,70,2,3,45000,1,3,Y
63413,12MAR2014,train,GRD,F,43,N,N,0,0,-2.75216754,6,70,2,3,25000,1,3,N
63414,12MAR2014,train,GRD,F,39,Y,Y,0,1,-1.0688973,0,70,2,3,25000,1,1,N
63415,12MAR2014,train,GRD,F,33,N,N,0,0,-2.41187052,2,60,2,2,30000,1,4,N
63416,12MAR2014,train,UGR,F,30,Y,N,0,0,-1.85868375,0,70,1,1,30000,1,3,N
63417,12MAR2014,train,GRD,F,29,Y,N,0,1,-1.49417043,1,80,2,3,60000,1,4,N
63418,12MAR2014,train,SCH,M,24,Y,N,3,0,-1.28598206,0,50,2,3,40000,1,3,N
63419,12MAR2014,train,GRD,M,27,N,N,0,1,-1.59471903,0,80,2,3,50000,1,4,Y
63420,12MAR2014,train,SCH,F,43,N,N,0,0,-2.85559485,0,60,2,3,30000,1,4,N
63421,12MAR2014,train,UGR,F,39,N,N,0,0,-0.85080066,2,70,2,3,30000,1,4,N
63422,12MAR2014,train,SCH,M,32,N,N,0,1,-1.30889329,0,80,2,3,40000,1,3,N
63423,12MAR2014,train,UGR,M,24,N,N,1,0,-1.77526279,0,60,2,3,40000,2,2,N
63424,12MAR2014,train,GRD,M,30,Y,Y,0,0,-1.0921363000000002,12,50,1,2,220000,1,3,N
63425,12MAR2014,train,SCH,F,32,N,N,0,0,-1.40308222,1,40,1,2,100000,1,3,N
63426,12MAR2014,train,UGR,F,29,N,N,0,0,-1.70354396,2,50,1,2,35000,2,1,N
63427,12MAR2014,train,SCH,F,47,N,N,0,1,-2.33461957,0,50,1,1,27000,1,3,N
63428,12MAR2014,train,SCH,F,40,Y,Y,0,0,-0.827585,1,80,2,3,60000,1,4,N
63429,12MAR2014,train,SCH,M,42,Y,N,0,0,-1.53647689,2,80,2,3,60000,1,3,Y
63430,12MAR2014,train,GRD,F,24,N,N,0,1,-2.16966378,1,50,1,2,20000,1,3,N
63431,12MAR2014,train,GRD,M,44,N,N,0,0,-3.07189146,0,60,2,3,50000,1,3,N
63432,12MAR2014,train,SCH,F,43,Y,N,0,0,-2.82736579,7,60,1,1,300000,1,3,N
63433,12MAR2014,train,SCH,F,44,N,N,0,0,-1.51654169,1,80,2,3,30000,1,4,N
63434,12MAR2014,train,SCH,F,62,N,N,0,0,-2.52627704,4,50,2,3,37000,4,1,N
63435,12MAR2014,train,GRD,F,24,Y,N,0,0,-1.91600408,1,50,1,2,14000,2,2,N
63436,12MAR2014,train,SCH,M,56,Y,Y,0,1,-2.14242911,2,80,2,3,58000,1,3,Y
63437,12MAR2014,train,SCH,M,41,Y,Y,0,0,-1.77665141,0,50,1,2,25000,1,4,Y
63438,12MAR2014,train,SCH,F,21,N,N,1,1,-2.38726804,0,50,1,2,16000,4,2,N
63439,12MAR2014,train,GRD,F,42,N,N,0,0,-2.62149519,2,60,2,3,19000,1,4,N
63440,12MAR2014,train,SCH,F,63,N,N,0,0,-1.4204635,3,80,2,3,22000,1,3,N
63441,12MAR2014,train,SCH,F,35,N,N,1,0,-1.62308687,7,70,1,3,30000,3,1,N
63442,12MAR2014,train,GRD,F,26,N,N,0,0,-1.52642194,0,80,2,2,25000,2,3,N
63443,12MAR2014,train,SCH,F,44,Y,Y,0,0,-2.37275612,2,50,1,2,15000,4,1,N
63444,12MAR2014,train,SCH,F,46,N,N,0,1,-1.65095125,2,50,1,2,50000,1,3,N
63445,12MAR2014,train,SCH,F,24,N,N,1,0,-2.02082521,0,50,2,3,26000,3,1,N
63446,12MAR2014,train,GRD,F,23,N,N,0,0,-1.55956685,5,50,1,2,21000,1,4,N
63447,12MAR2014,train,SCH,F,27,Y,N,0,1,-1.60590546,1,50,2,3,20000,2,3,N
63448,12MAR2014,train,UGR,M,60,N,N,0,0,-1.75761845,4,50,2,3,300000,1,4,N
63449,12MAR2014,train,UGR,F,24,N,N,0,0,-2.27978042,0,80,2,3,45000,1,2,N
63450,12MAR2014,train,GRD,F,47,N,N,1,0,-1.46435833,3,40,1,2,37000,1,3,N
63451,12MAR2014,train,GRD,F,21,N,N,0,0,-0.59711331,1,40,2,3,25000,4,1,N
63452,12MAR2014,train,SCH,F,35,Y,Y,0,0,-1.81514039,4,50,1,3,35000,1,3,N
63453,12MAR2014,train,SCH,F,52,N,N,0,0,-2.05220434,1,50,1,2,17000,1,1,N
63454,12MAR2014,train,GRD,F,54,N,N,0,0,-1.74864582,3,50,2,3,35000,1,4,N
63455,12MAR2014,train,SCH,M,39,Y,Y,0,0,-2.32554575,3,80,2,3,50000,1,2,N
63456,12MAR2014,train,SCH,F,49,N,N,0,0,-1.13546217,5,50,1,2,30000,1,2,N
63457,12MAR2014,train,SCH,F,36,N,N,2,0,-1.59850039,0,40,2,3,9000,1,1,N
63458,12MAR2014,train,UGR,F,37,Y,Y,1,0,-0.70805832,4,50,2,3,40000,1,3,N
63459,12MAR2014,train,GRD,M,36,Y,Y,0,0,-1.7870513,0,40,1,1,50000,1,3,N
63460,12MAR2014,train,SCH,M,28,Y,N,0,0,-1.73485593,1,60,1,2,30000,2,3,N
63461,12MAR2014,train,SCH,M,38,N,N,0,1,-1.66293588,3,60,1,2,20000,1,3,N
63462,12MAR2014,train,SCH,M,26,Y,N,1,0,-1.43187154,2,50,1,2,45000,2,1,N
63463,12MAR2014,train,GRD,M,28,Y,Y,0,0,-2.36553057,0,50,1,2,100000,1,2,N
63464,12MAR2014,train,SCH,M,56,N,N,0,0,-1.95517516,0,40,2,3,24000,4,3,N
63465,12MAR2014,train,SCH,F,32,Y,Y,0,0,-2.45231153,3,50,1,2,30000,1,3,N
63466,12MAR2014,train,UGR,F,23,Y,N,0,0,-1.40667204,3,60,2,3,25000,2,2,N
63467,12MAR2014,train,SCH,M,39,N,N,0,0,-2.04461439,1,40,2,3,15000,4,1,N
63468,12MAR2014,train,SCH,M,26,N,N,0,0,-2.41661816,2,50,1,1,17000,1,4,N
63469,12MAR2014,train,GRD,F,23,N,N,0,1,-1.23560909,4,50,2,3,65000,1,3,N
63470,12MAR2014,train,UGR,F,27,Y,Y,0,0,-2.07593741,2,80,2,3,56000,1,3,N
63471,12MAR2014,train,SCH,F,65,N,N,0,0,-1.78659279,4,50,2,3,15000,3,1,N
63472,12MAR2014,train,SCH,F,49,N,N,0,0,-2.18695706,4,40,2,3,14000,2,1,N
63473,12MAR2014,train,SCH,M,44,Y,Y,0,0,-1.82302832,0,40,1,1,35000,1,2,N
63474,12MAR2014,train,GRD,F,54,N,N,0,0,-2.53603034,1,40,2,3,12000,1,3,N
63475,12MAR2014,train,SCH,M,55,Y,N,0,0,-1.69116889,1,60,2,3,9000,4,1,N
63476,12MAR2014,train,SCH,F,34,N,N,0,0,-2.33699934,0,50,1,2,18000,1,4,N
63477,12MAR2014,train,GRD,M,47,Y,Y,0,0,-1.61757526,0,50,2,3,200000,1,3,N
63478,12MAR2014,train,GRD,M,27,Y,Y,0,0,-2.71601378,1,80,2,3,130000,1,4,Y
63479,12MAR2014,train,GRD,F,30,Y,Y,3,0,-1.60007078,5,40,2,3,25000,2,1,N
63480,12MAR2014,train,SCH,F,56,N,N,0,0,-2.38969039,0,50,2,3,9000,1,4,N
63481,12MAR2014,train,SCH,M,45,N,N,0,0,-1.86713436,0,60,1,2,27000,1,3,N
63482,12MAR2014,train,GRD,F,37,N,N,0,1,-1.77526279,3,70,1,1,55000,1,2,Y
63483,12MAR2014,train,SCH,M,34,N,N,0,1,-1.7226727,1,80,2,3,35000,3,1,N
63484,12MAR2014,train,UGR,F,29,N,N,3,0,-1.74369515,3,60,2,3,30000,4,1,N
63485,12MAR2014,train,UGR,F,33,N,N,0,0,-0.46316219,3,50,1,2,30000,1,4,N
63486,12MAR2014,train,SCH,F,40,N,N,0,0,-1.67709576,4,50,2,3,22000,1,2,N
63487,12MAR2014,train,UGR,M,23,N,N,1,0,-1.46597407,0,50,1,2,60000,1,3,N
63488,12MAR2014,train,SCH,M,51,Y,N,0,0,-1.98129257,0,60,1,2,17000,4,2,N
63489,12MAR2014,train,SCH,F,33,N,N,0,0,-1.78204302,2,60,2,3,20000,1,3,N
63490,12MAR2014,train,GRD,F,55,N,N,0,0,-2.24767334,4,80,2,3,90000,1,4,Y
63491,12MAR2014,train,SCH,F,39,N,N,0,0,-2.57129547,1,50,1,2,25000,1,4,N
63492,12MAR2014,train,GRD,M,30,Y,Y,0,1,-1.80568357,0,80,2,3,110000,1,3,Y
63493,12MAR2014,train,GRD,F,29,N,N,0,0,-1.54556729,3,60,1,2,35000,3,3,N
63494,12MAR2014,train,SCH,M,29,N,N,0,0,-1.55156005,2,60,1,1,21000,4,1,N
63495,12MAR2014,train,SCH,F,58,N,N,0,0,-1.54644706,2,50,2,3,11800,4,1,N
63496,12MAR2014,train,SCH,M,48,Y,Y,0,0,-2.31099698,0,80,2,3,80000,4,2,N
63497,12MAR2014,train,GRD,F,38,N,N,0,1,-1.93067705,1,50,1,2,31000,1,2,N
63498,12MAR2014,train,SCH,M,45,N,N,0,0,-1.55141089,0,70,1,2,40000,1,2,N
63499,12MAR2014,train,SCH,F,43,N,N,0,0,-1.81305954,1,50,1,2,15000,1,4,N
63500,12MAR2014,train,SCH,M,52,Y,Y,0,0,-1.10376151,14,50,2,2,130000,1,3,N
63501,12MAR2014,train,GRD,M,32,Y,Y,1,0,-1.81352087,6,60,1,2,55000,1,4,N
63502,12MAR2014,train,SCH,M,39,Y,N,0,0,-2.59064464,3,60,2,3,20000,4,1,N
63503,12MAR2014,train,SCH,F,36,N,N,0,0,-2.46564048,0,60,1,2,40000,2,2,Y
63504,12MAR2014,train,SCH,F,33,N,N,0,0,-2.35402184,2,60,2,3,30000,1,4,Y
63505,12MAR2014,train,GRD,F,26,Y,Y,0,0,-1.78393874,0,40,1,3,100000,1,3,Y
63506,12MAR2014,train,SCH,F,62,N,N,0,0,-1.60719809,1,40,2,3,14700,1,4,N
63507,12MAR2014,train,UGR,F,56,N,N,0,0,-2.02592902,2,60,1,1,15000,1,3,N
63508,12MAR2014,train,PGR,M,29,Y,Y,0,1,-1.4235985,0,80,2,3,140000,1,4,Y
63509,12MAR2014,train,SCH,F,57,N,N,0,1,-2.21664327,4,40,1,1,30000,1,3,N
63510,12MAR2014,train,GRD,M,46,Y,Y,0,0,-1.78668792,1,40,2,3,70000,1,3,N
63511,12MAR2014,train,SCH,M,39,Y,Y,0,1,-2.74462902,1,60,2,3,20000,1,3,N
63512,12MAR2014,train,GRD,M,40,Y,Y,0,1,-1.80633635,1,70,2,3,110000,1,2,Y
63513,12MAR2014,train,GRD,M,47,Y,Y,0,0,-1.89226672,0,40,1,3,40000,1,3,Y
63514,12MAR2014,train,SCH,M,26,Y,N,0,1,-2.18083931,1,40,2,3,21000,4,2,N
63515,12MAR2014,train,GRD,M,32,Y,N,0,0,-2.29963858,2,80,2,3,150000,4,4,N
63516,12MAR2014,train,SCH,F,42,N,N,0,0,-1.8125309,2,50,2,3,30000,4,3,N
63517,12MAR2014,train,GRD,F,56,N,N,0,0,-2.32880904,0,80,2,3,40000,1,3,Y
63518,12MAR2014,train,UGR,M,34,N,N,1,0,-2.02130905,3,40,2,3,25000,1,3,N
63519,12MAR2014,train,SCH,F,53,Y,N,0,0,-2.54425052,2,60,1,2,20000,1,3,N
63520,12MAR2014,train,UGR,F,61,N,N,0,0,-2.27011557,0,40,1,2,19500,1,3,N
63521,12MAR2014,train,GRD,F,30,N,N,0,0,-1.71288071,3,40,1,1,27000,4,1,N
63522,12MAR2014,train,GRD,F,37,N,N,1,1,-1.39197854,3,50,1,2,30000,1,4,N
63523,12MAR2014,train,GRD,F,39,N,N,0,0,-2.21471458,2,70,2,3,30000,1,3,N
63524,12MAR2014,train,GRD,F,37,N,N,0,0,-1.43135412,2,30,2,3,60000,3,2,N
63525,12MAR2014,train,SCH,M,44,Y,Y,0,0,-1.79484281,0,80,2,3,200000,1,3,Y
63526,12MAR2014,train,SCH,F,44,N,N,0,1,-1.26586631,1,50,1,2,25000,1,3,N
63527,12MAR2014,train,SCH,F,42,N,N,0,0,-1.42340387,2,70,3,3,27000,1,4,N
63528,12MAR2014,train,SCH,F,40,N,N,0,0,-1.88657523,4,60,1,1,15000,2,2,N
63529,12MAR2014,train,PGR,F,37,Y,N,0,1,-1.986659,2,60,2,3,50000,1,4,Y
63530,12MAR2014,train,SCH,M,46,Y,Y,0,0,-2.04674447,1,50,1,3,40000,1,3,N
63531,12MAR2014,train,GRD,M,39,Y,Y,0,0,-1.98947851,5,50,2,3,80000,1,3,Y
63532,12MAR2014,train,SCH,M,23,N,N,1,0,-1.17564039,0,40,2,3,15000,4,3,N
63533,12MAR2014,train,SCH,F,44,Y,Y,0,0,-2.06419699,0,60,2,1,100000,1,3,N
63534,12MAR2014,train,UGR,F,23,Y,N,0,0,-1.34478104,3,40,1,2,25000,2,1,N
63535,12MAR2014,train,SCH,M,31,Y,N,0,0,-2.49234791,1,60,1,2,12000,1,2,N
63536,12MAR2014,train,GRD,M,54,Y,Y,1,0,-1.46874912,0,50,2,3,50000,1,4,Y
63537,12MAR2014,train,SCH,F,53,N,N,0,0,-2.0616914,1,40,2,3,25000,1,3,N
63538,12MAR2014,train,GRD,F,52,N,N,0,0,-2.5621556,1,50,2,3,25000,1,3,N
63539,12MAR2014,train,GRD,M,54,Y,Y,1,0,-1.26949496,5,50,1,1,35000,2,2,N
63540,12MAR2014,train,SCH,F,27,N,N,0,0,-1.60758392,1,50,1,2,15000,4,1,N
63541,12MAR2014,train,SCH,M,56,N,N,0,0,-2.42768406,3,50,1,1,17000,1,4,N
63542,12MAR2014,train,SCH,M,46,N,N,0,0,-2.26461508,4,50,1,2,90000,2,1,N
63543,12MAR2014,train,SCH,M,26,N,N,0,0,-2.1771644,2,40,1,2,12000,2,4,N
63544,12MAR2014,train,SCH,M,34,N,N,0,0,-2.31522392,0,50,2,3,50000,4,1,N
63545,12MAR2014,train,SCH,M,41,N,N,0,0,-1.81822837,5,50,2,3,25000,1,4,N
63546,12MAR2014,train,SCH,M,46,Y,Y,0,0,-2.17816333,0,40,2,3,19500,1,3,N
63547,12MAR2014,train,SCH,F,30,N,N,4,0,-1.30352506,4,40,2,3,20000,1,3,N
63548,12MAR2014,train,SCH,M,44,Y,Y,0,0,-1.73422302,3,40,1,2,60000,1,3,Y
63549,12MAR2014,train,SCH,M,51,Y,N,0,0,-1.97741215,0,40,2,3,40000,4,1,N
63550,12MAR2014,train,GRD,F,38,Y,Y,0,0,-2.27038265,0,60,1,2,55000,2,1,Y
63551,12MAR2014,train,SCH,M,39,N,N,0,0,-1.78745533,0,40,1,1,100000,2,2,N
63552,12MAR2014,train,SCH,M,30,N,N,0,0,-1.45673379,3,70,1,3,30000,1,3,Y
63553,12MAR2014,train,UGR,M,26,N,N,0,0,-1.95753033,2,40,1,3,30000,1,2,N
63554,12MAR2014,train,SCH,M,35,Y,N,0,0,-2.68097526,3,50,1,2,17000,1,2,N
63555,12MAR2014,train,SCH,F,52,N,N,1,0,-1.04520439,2,60,1,2,18200,1,3,N
63556,12MAR2014,train,SCH,F,58,N,N,0,0,-1.79482675,2,50,1,2,21500,2,2,N
63557,12MAR2014,train,GRD,M,25,Y,Y,0,0,-1.76252245,0,50,2,3,63000,1,2,N
63558,12MAR2014,train,GRD,M,28,Y,N,0,0,-2.21366282,1,50,1,2,60000,2,2,Y
63559,12MAR2014,train,UGR,F,56,N,N,0,0,-1.27903489,2,60,2,3,80000,1,4,N
63560,12MAR2014,train,GRD,F,28,N,N,0,1,-1.45078854,1,70,1,1,55000,1,2,N
63561,12MAR2014,train,SCH,M,43,Y,Y,0,0,-2.34917561,0,50,1,2,70000,2,4,N
63562,12MAR2014,train,SCH,F,26,N,N,0,0,-2.16966378,0,40,1,2,12000,1,4,N
63563,12MAR2014,train,SCH,F,59,N,N,0,0,-2.67674657,0,50,2,3,9800,4,1,N
63564,12MAR2014,train,SCH,F,59,N,N,0,0,-2.30238796,0,80,2,3,35000,1,4,N
63565,12MAR2014,train,SCH,M,25,N,N,1,0,-2.52315474,2,60,2,3,90000,1,3,Y
63566,12MAR2014,train,SCH,F,47,N,N,0,1,-1.98324146,4,50,2,3,8100,1,4,N
63567,12MAR2014,train,SCH,F,41,N,N,0,0,-2.35114449,0,60,2,3,11000,1,4,N
63568,12MAR2014,train,GRD,M,36,Y,N,0,0,-1.38182734,4,60,2,3,28000,1,4,N
63569,12MAR2014,train,SCH,M,28,N,N,0,0,-2.197798,0,70,1,3,40000,1,2,N
63570,12MAR2014,train,GRD,F,48,N,N,0,0,-1.80844356,6,40,1,2,60000,1,3,N
63571,12MAR2014,train,UGR,M,30,N,N,0,0,-2.08829348,0,50,1,3,20000,4,3,N
63572,12MAR2014,train,GRD,M,52,N,N,0,0,-2.04047561,6,80,2,3,150000,1,3,Y
63573,12MAR2014,train,SCH,F,61,N,N,0,1,-2.23515362,4,50,1,2,28000,1,2,N
63574,12MAR2014,train,SCH,F,35,Y,N,1,1,-1.58327925,0,80,2,3,24000,1,3,N
63575,12MAR2014,train,SCH,F,36,N,N,0,1,-1.6432283,0,60,2,3,20000,1,1,Y
63576,12MAR2014,train,SCH,F,35,N,N,0,0,-1.66254984,2,60,1,2,20000,1,4,N
63577,12MAR2014,train,SCH,F,60,N,N,0,0,-1.38898394,2,40,1,2,25000,4,3,N
63578,12MAR2014,train,GRD,M,36,Y,Y,0,0,-1.87914186,0,50,2,3,40000,1,2,Y
63579,12MAR2014,train,SCH,M,31,N,N,0,0,-1.53142336,5,80,2,3,40000,1,4,Y
63580,12MAR2014,train,SCH,M,28,N,N,0,0,-1.9315311,2,50,2,3,25000,4,3,N
63581,12MAR2014,train,SCH,M,36,Y,N,0,0,-3.26672435,0,50,2,3,20000,1,4,N
63582,12MAR2014,train,SCH,F,40,N,N,0,0,-1.75860078,7,50,1,2,60000,1,4,N
63583,12MAR2014,train,UGR,M,22,Y,N,0,0,-2.17415295,0,40,2,3,7000,1,2,N
63584,12MAR2014,train,SCH,M,32,N,N,0,0,-1.35319869,0,80,2,3,100000,1,3,N
63585,12MAR2014,train,SCH,F,24,N,N,0,0,-1.62343663,2,60,1,2,23000,2,2,N
63586,12MAR2014,train,GRD,M,30,N,N,0,1,-1.97246508,1,70,2,3,100000,2,3,Y
63587,12MAR2014,train,UGR,F,30,N,N,0,0,-1.44073381,2,30,2,3,30000,1,3,N
63588,12MAR2014,train,UGR,M,35,N,N,1,0,-0.79877435,1,80,2,3,40000,1,3,N
63589,12MAR2014,train,SCH,F,35,N,N,0,0,-2.58886226,2,60,1,2,25000,2,2,N
63590,12MAR2014,train,GRD,M,37,N,N,0,1,-1.43051921,4,70,2,3,240000,1,2,Y
63591,12MAR2014,train,SCH,M,26,Y,N,0,0,-1.62674406,1,50,1,2,27000,1,4,N
63592,12MAR2014,train,SCH,F,66,N,N,0,0,-1.86049501,1,50,2,3,13600,1,3,N
63593,12MAR2014,train,SCH,M,27,Y,N,0,0,-1.37593777,0,50,1,2,30000,2,2,Y
63594,12MAR2014,train,GRD,M,41,N,N,1,0,-1.6101343,4,40,3,3,25000,1,3,N
63595,12MAR2014,train,GRD,F,29,N,N,0,1,-1.97654474,3,70,1,2,42000,1,4,N
63596,12MAR2014,train,SCH,M,43,Y,Y,0,1,-2.73071573,0,60,2,3,19000,1,3,N
63597,12MAR2014,train,GRD,F,33,N,N,0,0,-1.62717862,2,50,1,1,30000,4,2,N
63598,12MAR2014,train,UGR,M,29,N,N,0,0,-1.11367527,2,80,2,3,30000,1,3,N
63599,12MAR2014,train,UGR,M,30,Y,N,0,0,-1.6988052,0,50,1,2,35000,1,3,N
63600,12MAR2014,train,SCH,M,22,Y,N,0,0,-1.35286486,0,70,2,3,45000,4,1,N
63601,12MAR2014,train,SCH,M,30,N,N,0,1,-2.07860704,2,80,1,1,40000,4,3,N
63602,12MAR2014,train,SCH,M,34,N,N,0,0,-2.22471394,0,70,1,2,35000,4,1,N
63603,12MAR2014,train,GRD,F,34,Y,Y,0,1,-1.98927423,0,70,1,2,16000,1,2,N
63604,12MAR2014,train,SCH,F,40,Y,N,0,0,-1.32320992,0,60,2,3,14000,4,1,N
63605,12MAR2014,train,UGR,F,22,Y,Y,0,1,-1.34355529,0,70,1,3,50000,1,2,N
63606,12MAR2014,train,GRD,F,31,N,N,0,1,-1.29715493,5,80,2,3,75000,4,1,N
63607,12MAR2014,train,SCH,F,56,N,N,1,0,-2.3067661,1,50,2,3,9400,1,4,N
63608,12MAR2014,train,SCH,M,41,N,N,1,0,-2.45094228,0,40,1,2,20000,1,3,N
63609,12MAR2014,train,SCH,F,51,N,N,0,0,-1.84402284,0,50,2,3,20000,1,3,N
63610,12MAR2014,train,SCH,F,64,N,N,0,0,-1.89325325,1,60,2,3,11000,4,1,N
